step,method,source_method,mean_energy_per_site,standard_error_of_mean,n_independent_runs
2198,Hybrid,mixture2,-1.33741806,8.36033373e-05,100
2199,Metropolis,metropolis,-1.33640666,3.80571392e-04,100
2199,Row-Update,mps2,-1.33740060,8.42884974e-05,100
2199,Hybrid,mixture2,-1.33741540,8.52343163e-05,100
2200,Metropolis,metropolis,-1.33639031,3.81254628e-04,100
2200,Row-Update,mps2,-1.33741171,8.41819856e-05,100
2200,Hybrid,mixture2,-1.33740852,8.44336721e-05,100
2201,Metropolis,metropolis,-1.33641560,3.81002514e-04,100
2201,Row-Update,mps2,-1.33739375,8.56886086e-05,100
2201,Hybrid,mixture2,-1.33739913,8.50178731e-05,100
2202,Metropolis,metropolis,-1.33640671,3.79782533e-04,100
2202,Row-Update,mps2,-1.33741185,8.35972410e-05,100
2202,Hybrid,mixture2,-1.33742118,8.38790501e-05,100
2203,Metropolis,metropolis,-1.33641524,3.80705860e-04,100
2203,Row-Update,mps2,-1.33742393,8.29090757e-05,100
2203,Hybrid,mixture2,-1.33741349,8.41060291e-05,100
2204,Metropolis,metropolis,-1.33641101,3.80601181e-04,100
2204,Row-Update,mps2,-1.33741521,8.25350101e-05,100
2204,Hybrid,mixture2,-1.33741543,8.55152712e-05,100
2205,Metropolis,metropolis,-1.33643037,3.79469331e-04,100
2205,Row-Update,mps2,-1.33741723,8.18798230e-05,100
2205,Hybrid,mixture2,-1.33740847,8.39832555e-05,100
2206,Metropolis,metropolis,-1.33641705,3.79797856e-04,100
2206,Row-Update,mps2,-1.33739998,8.33323801e-05,100
2206,Hybrid,mixture2,-1.33741760,8.33363253e-05,100
2207,Metropolis,metropolis,-1.33641941,3.80021693e-04,100
2207,Row-Update,mps2,-1.33740817,8.18696175e-05,100
2207,Hybrid,mixture2,-1.33741600,8.38863425e-05,100
2208,Metropolis,metropolis,-1.33639928,3.80322238e-04,100
2208,Row-Update,mps2,-1.33737696,8.63673894e-05,100
2208,Hybrid,mixture2,-1.33741808,8.54093977e-05,100
2209,Metropolis,metropolis,-1.33639880,3.80531208e-04,100
2209,Row-Update,mps2,-1.33740899,8.17452459e-05,100
2209,Hybrid,mixture2,-1.33741613,8.50209279e-05,100
2210,Metropolis,metropolis,-1.33640712,3.80970250e-04,100
2210,Row-Update,mps2,-1.33742166,8.06882744e-05,100
2210,Hybrid,mixture2,-1.33741348,8.57366070e-05,100
2211,Metropolis,metropolis,-1.33641435,3.80166894e-04,100
2211,Row-Update,mps2,-1.33742720,8.03166663e-05,100
2211,Hybrid,mixture2,-1.33742200,8.35262113e-05,100
2212,Metropolis,metropolis,-1.33641257,3.80459692e-04,100
2212,Row-Update,mps2,-1.33741821,8.25149733e-05,100
2212,Hybrid,mixture2,-1.33740390,8.51013622e-05,100
2213,Metropolis,metropolis,-1.33640382,3.79801364e-04,100
2213,Row-Update,mps2,-1.33742063,8.15253515e-05,100
2213,Hybrid,mixture2,-1.33740917,8.44699763e-05,100
2214,Metropolis,metropolis,-1.33642484,3.79447888e-04,100
2214,Row-Update,mps2,-1.33742176,8.09958545e-05,100
2214,Hybrid,mixture2,-1.33739607,8.50469355e-05,100
2215,Metropolis,metropolis,-1.33641720,3.80399335e-04,100
2215,Row-Update,mps2,-1.33743052,7.99745229e-05,100
2215,Hybrid,mixture2,-1.33740730,8.63262268e-05,100
2216,Metropolis,metropolis,-1.33640808,3.81353597e-04,100
2216,Row-Update,mps2,-1.33742815,8.08751639e-05,100
2216,Hybrid,mixture2,-1.33741245,8.44352242e-05,100
2217,Metropolis,metropolis,-1.33642520,3.79753493e-04,100
2217,Row-Update,mps2,-1.33742597,8.19045568e-05,100
2217,Hybrid,mixture2,-1.33740544,8.63973511e-05,100
2218,Metropolis,metropolis,-1.33641442,3.81030108e-04,100
2218,Row-Update,mps2,-1.33744498,8.43364657e-05,100
2218,Hybrid,mixture2,-1.33742619,8.26978232e-05,100
2219,Metropolis,metropolis,-1.33640864,3.80087147e-04,100
2219,Row-Update,mps2,-1.33742272,8.09793630e-05,100
2219,Hybrid,mixture2,-1.33742310,8.38450040e-05,100
2220,Metropolis,metropolis,-1.33639809,3.81293183e-04,100
2220,Row-Update,mps2,-1.33739088,8.22628990e-05,100
2220,Hybrid,mixture2,-1.33742238,8.39834260e-05,100
2221,Metropolis,metropolis,-1.33640190,3.81664658e-04,100
2221,Row-Update,mps2,-1.33740547,8.19541338e-05,100
2221,Hybrid,mixture2,-1.33741496,8.37643158e-05,100
2222,Metropolis,metropolis,-1.33641042,3.80828108e-04,100
2222,Row-Update,mps2,-1.33740950,8.16787085e-05,100
2222,Hybrid,mixture2,-1.33742332,8.41773451e-05,100
2223,Metropolis,metropolis,-1.33639216,3.81516682e-04,100
2223,Row-Update,mps2,-1.33740507,8.16788651e-05,100
2223,Hybrid,mixture2,-1.33741691,8.35460156e-05,100
2224,Metropolis,metropolis,-1.33640987,3.81771055e-04,100
2224,Row-Update,mps2,-1.33741487,8.11315391e-05,100
2224,Hybrid,mixture2,-1.33740594,8.53306795e-05,100
2225,Metropolis,metropolis,-1.33639147,3.82053248e-04,100
2225,Row-Update,mps2,-1.33741480,8.02611786e-05,100
2225,Hybrid,mixture2,-1.33741836,8.31452576e-05,100
2226,Metropolis,metropolis,-1.33639655,3.82207355e-04,100
2226,Row-Update,mps2,-1.33741156,8.28566545e-05,100
2226,Hybrid,mixture2,-1.33740486,8.39001316e-05,100
2227,Metropolis,metropolis,-1.33639603,3.82982289e-04,100
2227,Row-Update,mps2,-1.33741963,7.92735866e-05,100
2227,Hybrid,mixture2,-1.33741224,8.51770800e-05,100
2228,Metropolis,metropolis,-1.33640877,3.81273403e-04,100
2228,Row-Update,mps2,-1.33740985,8.19558643e-05,100
2228,Hybrid,mixture2,-1.33739418,8.63900489e-05,100
2229,Metropolis,metropolis,-1.33640579,3.81536988e-04,100
2229,Row-Update,mps2,-1.33741823,8.13114723e-05,100
2229,Hybrid,mixture2,-1.33741580,8.70561214e-05,100
2230,Metropolis,metropolis,-1.33639915,3.80630275e-04,100
2230,Row-Update,mps2,-1.33744786,8.13001689e-05,100
2230,Hybrid,mixture2,-1.33741104,8.48027138e-05,100
2231,Metropolis,metropolis,-1.33640354,3.81340105e-04,100
2231,Row-Update,mps2,-1.33742335,7.99008222e-05,100
2231,Hybrid,mixture2,-1.33741300,8.39210553e-05,100
2232,Metropolis,metropolis,-1.33640341,3.80604229e-04,100
2232,Row-Update,mps2,-1.33741515,8.11305843e-05,100
2232,Hybrid,mixture2,-1.33741534,8.35139217e-05,100
2233,Metropolis,metropolis,-1.33640771,3.80942550e-04,100
2233,Row-Update,mps2,-1.33742101,8.14984547e-05,100
2233,Hybrid,mixture2,-1.33741906,8.32185106e-05,100
2234,Metropolis,metropolis,-1.33638483,3.82473281e-04,100
2234,Row-Update,mps2,-1.33741481,8.19830378e-05,100
2234,Hybrid,mixture2,-1.33741845,8.50825764e-05,100
2235,Metropolis,metropolis,-1.33639245,3.82669646e-04,100
2235,Row-Update,mps2,-1.33740983,8.65478014e-05,100
2235,Hybrid,mixture2,-1.33740104,8.75674037e-05,100
2236,Metropolis,metropolis,-1.33637939,3.88780831e-04,100
2236,Row-Update,mps2,-1.33741097,8.79148565e-05,100
2236,Hybrid,mixture2,-1.33741071,8.43632630e-05,100
2237,Metropolis,metropolis,-1.33637295,3.88775548e-04,100
2237,Row-Update,mps2,-1.33739693,8.78668393e-05,100
2237,Hybrid,mixture2,-1.33743103,8.41154041e-05,100
2238,Metropolis,metropolis,-1.33637130,3.88005736e-04,100
2238,Row-Update,mps2,-1.33742340,8.49001925e-05,100
2238,Hybrid,mixture2,-1.33743449,8.45138657e-05,100
2239,Metropolis,metropolis,-1.33638740,3.85030147e-04,100
2239,Row-Update,mps2,-1.33742268,8.26515360e-05,100
2239,Hybrid,mixture2,-1.33743387,8.41006650e-05,100
2240,Metropolis,metropolis,-1.33640383,3.82059333e-04,100
2240,Row-Update,mps2,-1.33741414,8.35664069e-05,100
2240,Hybrid,mixture2,-1.33743541,8.41739161e-05,100
2241,Metropolis,metropolis,-1.33641302,3.81176525e-04,100
2241,Row-Update,mps2,-1.33743369,7.98753599e-05,100
2241,Hybrid,mixture2,-1.33741877,8.46607385e-05,100
2242,Metropolis,metropolis,-1.33641179,3.86375586e-04,100
2242,Row-Update,mps2,-1.33742334,8.10351062e-05,100
2242,Hybrid,mixture2,-1.33742688,8.36546683e-05,100
2243,Metropolis,metropolis,-1.33640543,3.83364006e-04,100
2243,Row-Update,mps2,-1.33741796,8.09797117e-05,100
2243,Hybrid,mixture2,-1.33742954,8.50007051e-05,100
2244,Metropolis,metropolis,-1.33640603,3.81867540e-04,100
2244,Row-Update,mps2,-1.33741564,8.28979568e-05,100
2244,Hybrid,mixture2,-1.33742301,8.58608428e-05,100
2245,Metropolis,metropolis,-1.33638803,3.86084345e-04,100
2245,Row-Update,mps2,-1.33742060,8.28915306e-05,100
2245,Hybrid,mixture2,-1.33741173,8.71096937e-05,100
2246,Metropolis,metropolis,-1.33641466,3.81381723e-04,100
2246,Row-Update,mps2,-1.33741094,8.60392348e-05,100
2246,Hybrid,mixture2,-1.33740482,8.56728774e-05,100
2247,Metropolis,metropolis,-1.33642753,3.80557807e-04,100
2247,Row-Update,mps2,-1.33743210,8.08552850e-05,100
2247,Hybrid,mixture2,-1.33740952,8.63754537e-05,100
2248,Metropolis,metropolis,-1.33639956,3.83037092e-04,100
2248,Row-Update,mps2,-1.33743383,8.19116058e-05,100
2248,Hybrid,mixture2,-1.33740135,8.68955551e-05,100
2249,Metropolis,metropolis,-1.33640307,3.81908770e-04,100
2249,Row-Update,mps2,-1.33744631,7.77643061e-05,100
2249,Hybrid,mixture2,-1.33740940,8.57592242e-05,100
2250,Metropolis,metropolis,-1.33642075,3.81966487e-04,100
2250,Row-Update,mps2,-1.33743559,8.02178560e-05,100
2250,Hybrid,mixture2,-1.33740365,8.58905669e-05,100
2251,Metropolis,metropolis,-1.33642472,3.80054664e-04,100
2251,Row-Update,mps2,-1.33744215,7.96144122e-05,100
2251,Hybrid,mixture2,-1.33741262,8.55731150e-05,100
2252,Metropolis,metropolis,-1.33641131,3.81116818e-04,100
2252,Row-Update,mps2,-1.33743200,7.91992745e-05,100
2252,Hybrid,mixture2,-1.33741514,8.49653870e-05,100
2253,Metropolis,metropolis,-1.33641795,3.81917399e-04,100
2253,Row-Update,mps2,-1.33743706,8.18478218e-05,100
2253,Hybrid,mixture2,-1.33741711,8.47883628e-05,100
2254,Metropolis,metropolis,-1.33639761,3.83296239e-04,100
2254,Row-Update,mps2,-1.33742165,8.29879467e-05,100
2254,Hybrid,mixture2,-1.33742335,8.49502083e-05,100
2255,Metropolis,metropolis,-1.33639371,3.85653910e-04,100
2255,Row-Update,mps2,-1.33744144,8.07350394e-05,100
2255,Hybrid,mixture2,-1.33741861,8.60306525e-05,100
2256,Metropolis,metropolis,-1.33640045,3.85339237e-04,100
2256,Row-Update,mps2,-1.33744750,8.04526167e-05,100
2256,Hybrid,mixture2,-1.33743121,8.50787106e-05,100
2257,Metropolis,metropolis,-1.33639211,3.85278149e-04,100
2257,Row-Update,mps2,-1.33743206,8.23564921e-05,100
2257,Hybrid,mixture2,-1.33741554,8.55328848e-05,100
2258,Metropolis,metropolis,-1.33640269,3.83523238e-04,100
2258,Row-Update,mps2,-1.33741582,8.37996637e-05,100
2258,Hybrid,mixture2,-1.33741865,8.46842280e-05,100
2259,Metropolis,metropolis,-1.33639163,3.85913101e-04,100
2259,Row-Update,mps2,-1.33742022,8.40756616e-05,100
2259,Hybrid,mixture2,-1.33742190,8.45811123e-05,100
2260,Metropolis,metropolis,-1.33638530,3.86680007e-04,100
2260,Row-Update,mps2,-1.33743098,8.39594304e-05,100
2260,Hybrid,mixture2,-1.33742716,8.55183023e-05,100
2261,Metropolis,metropolis,-1.33638774,3.88013133e-04,100
2261,Row-Update,mps2,-1.33741677,8.32720121e-05,100
2261,Hybrid,mixture2,-1.33741893,8.40913169e-05,100
2262,Metropolis,metropolis,-1.33638388,3.89353149e-04,100
2262,Row-Update,mps2,-1.33743339,8.28802544e-05,100
2262,Hybrid,mixture2,-1.33740380,8.51594423e-05,100
2263,Metropolis,metropolis,-1.33639514,3.87826503e-04,100
2263,Row-Update,mps2,-1.33744727,8.34052963e-05,100
2263,Hybrid,mixture2,-1.33739060,8.70167436e-05,100
2264,Metropolis,metropolis,-1.33639411,3.85096563e-04,100
2264,Row-Update,mps2,-1.33742276,8.35262522e-05,100
2264,Hybrid,mixture2,-1.33740237,8.55517885e-05,100
2265,Metropolis,metropolis,-1.33638356,3.87255989e-04,100
2265,Row-Update,mps2,-1.33743753,8.18320750e-05,100
2265,Hybrid,mixture2,-1.33740936,8.28851194e-05,100
2266,Metropolis,metropolis,-1.33645263,3.80026396e-04,100
2266,Row-Update,mps2,-1.33742409,8.14755964e-05,100
2266,Hybrid,mixture2,-1.33741183,8.36714392e-05,100
2267,Metropolis,metropolis,-1.33643415,3.80625202e-04,100
2267,Row-Update,mps2,-1.33744298,8.24520897e-05,100
2267,Hybrid,mixture2,-1.33741780,8.41386966e-05,100
2268,Metropolis,metropolis,-1.33645148,3.79885900e-04,100
2268,Row-Update,mps2,-1.33744680,8.13093577e-05,100
2268,Hybrid,mixture2,-1.33741002,8.34991704e-05,100
2269,Metropolis,metropolis,-1.33646828,3.78680064e-04,100
2269,Row-Update,mps2,-1.33744237,8.06010575e-05,100
2269,Hybrid,mixture2,-1.33741321,8.39488761e-05,100
2270,Metropolis,metropolis,-1.33646346,3.79828845e-04,100
2270,Row-Update,mps2,-1.33745105,7.98387278e-05,100
2270,Hybrid,mixture2,-1.33741445,8.42729811e-05,100
2271,Metropolis,metropolis,-1.33647599,3.80510016e-04,100
2271,Row-Update,mps2,-1.33745702,7.75533630e-05,100
2271,Hybrid,mixture2,-1.33740938,8.44195157e-05,100
2272,Metropolis,metropolis,-1.33647133,3.80102957e-04,100
2272,Row-Update,mps2,-1.33744023,7.97133963e-05,100
2272,Hybrid,mixture2,-1.33740358,8.74601782e-05,100
2273,Metropolis,metropolis,-1.33647262,3.79306344e-04,100
2273,Row-Update,mps2,-1.33745700,7.96454346e-05,100
2273,Hybrid,mixture2,-1.33740632,8.45880451e-05,100
2274,Metropolis,metropolis,-1.33644936,3.79861433e-04,100
2274,Row-Update,mps2,-1.33746237,8.12256369e-05,100
2274,Hybrid,mixture2,-1.33741196,8.58459679e-05,100
2275,Metropolis,metropolis,-1.33643961,3.80712966e-04,100
2275,Row-Update,mps2,-1.33745495,8.01183356e-05,100
2275,Hybrid,mixture2,-1.33741959,8.43141191e-05,100
2276,Metropolis,metropolis,-1.33645624,3.80393189e-04,100
2276,Row-Update,mps2,-1.33745093,8.11742508e-05,100
2276,Hybrid,mixture2,-1.33741569,8.36513845e-05,100
2277,Metropolis,metropolis,-1.33646279,3.78084212e-04,100
2277,Row-Update,mps2,-1.33746363,7.98787104e-05,100
2277,Hybrid,mixture2,-1.33741247,8.45088544e-05,100
2278,Metropolis,metropolis,-1.33645864,3.79690987e-04,100
2278,Row-Update,mps2,-1.33745154,8.11309441e-05,100
2278,Hybrid,mixture2,-1.33741386,8.41812504e-05,100
2279,Metropolis,metropolis,-1.33645302,3.79650833e-04,100
2279,Row-Update,mps2,-1.33744321,7.94926501e-05,100
2279,Hybrid,mixture2,-1.33742542,8.26605651e-05,100
2280,Metropolis,metropolis,-1.33655062,3.89765907e-04,100
2280,Row-Update,mps2,-1.33746059,7.96337025e-05,100
2280,Hybrid,mixture2,-1.33742254,8.45401164e-05,100
2281,Metropolis,metropolis,-1.33646190,3.80092715e-04,100
2281,Row-Update,mps2,-1.33745642,7.99733911e-05,100
2281,Hybrid,mixture2,-1.33742262,8.31912498e-05,100
2282,Metropolis,metropolis,-1.33646070,3.79973324e-04,100
2282,Row-Update,mps2,-1.33745592,7.88880894e-05,100
2282,Hybrid,mixture2,-1.33742670,8.34840152e-05,100
2283,Metropolis,metropolis,-1.33645647,3.80304814e-04,100
2283,Row-Update,mps2,-1.33745901,8.07959412e-05,100
2283,Hybrid,mixture2,-1.33742884,8.33836828e-05,100
2284,Metropolis,metropolis,-1.33646434,3.79714403e-04,100
2284,Row-Update,mps2,-1.33745730,7.97872299e-05,100
2284,Hybrid,mixture2,-1.33743369,8.16605895e-05,100
2285,Metropolis,metropolis,-1.33646210,3.79797989e-04,100
2285,Row-Update,mps2,-1.33744127,8.18968567e-05,100
2285,Hybrid,mixture2,-1.33741208,8.34947910e-05,100
2286,Metropolis,metropolis,-1.33645724,3.80699598e-04,100
2286,Row-Update,mps2,-1.33745327,8.19170196e-05,100
2286,Hybrid,mixture2,-1.33742063,8.29305726e-05,100
2287,Metropolis,metropolis,-1.33646646,3.80064012e-04,100
2287,Row-Update,mps2,-1.33747262,7.93538857e-05,100
2287,Hybrid,mixture2,-1.33742546,8.33732844e-05,100
2288,Metropolis,metropolis,-1.33646442,3.79496755e-04,100
2288,Row-Update,mps2,-1.33746062,8.20855063e-05,100
2288,Hybrid,mixture2,-1.33742684,8.35720470e-05,100
2289,Metropolis,metropolis,-1.33646232,3.80434485e-04,100
2289,Row-Update,mps2,-1.33745361,8.04201894e-05,100
2289,Hybrid,mixture2,-1.33743182,8.46259128e-05,100
2290,Metropolis,metropolis,-1.33647741,3.80134906e-04,100
2290,Row-Update,mps2,-1.33745308,7.98210524e-05,100
2290,Hybrid,mixture2,-1.33741202,8.58034386e-05,100
2291,Metropolis,metropolis,-1.33647197,3.80352962e-04,100
2291,Row-Update,mps2,-1.33744611,8.19145780e-05,100
2291,Hybrid,mixture2,-1.33742599,8.44909010e-05,100
2292,Metropolis,metropolis,-1.33647097,3.81211894e-04,100
2292,Row-Update,mps2,-1.33745348,7.87437545e-05,100
2292,Hybrid,mixture2,-1.33743136,8.28681441e-05,100
2293,Metropolis,metropolis,-1.33647310,3.80158970e-04,100
2293,Row-Update,mps2,-1.33744692,8.18835395e-05,100
2293,Hybrid,mixture2,-1.33742364,8.43602750e-05,100
2294,Metropolis,metropolis,-1.33646874,3.80129183e-04,100
2294,Row-Update,mps2,-1.33743176,8.32456472e-05,100
2294,Hybrid,mixture2,-1.33742199,8.40441154e-05,100
2295,Metropolis,metropolis,-1.33647365,3.79992052e-04,100
2295,Row-Update,mps2,-1.33744560,8.16588313e-05,100
2295,Hybrid,mixture2,-1.33740948,8.42105386e-05,100
2296,Metropolis,metropolis,-1.33646922,3.80166759e-04,100
2296,Row-Update,mps2,-1.33746032,8.34630257e-05,100
2296,Hybrid,mixture2,-1.33741661,8.53748314e-05,100
2297,Metropolis,metropolis,-1.33646571,3.80478120e-04,100
2297,Row-Update,mps2,-1.33744640,8.04396467e-05,100
2297,Hybrid,mixture2,-1.33743015,8.23881558e-05,100
2298,Metropolis,metropolis,-1.33647770,3.80184679e-04,100
2298,Row-Update,mps2,-1.33744495,8.23724405e-05,100
2298,Hybrid,mixture2,-1.33741788,8.29982492e-05,100
2299,Metropolis,metropolis,-1.33647232,3.80239515e-04,100
2299,Row-Update,mps2,-1.33744642,8.47455253e-05,100
2299,Hybrid,mixture2,-1.33743043,8.21959657e-05,100
2300,Metropolis,metropolis,-1.33647563,3.79635889e-04,100
2300,Row-Update,mps2,-1.33743873,8.28654250e-05,100
2300,Hybrid,mixture2,-1.33741592,8.33655968e-05,100
2301,Metropolis,metropolis,-1.33647817,3.80264304e-04,100
2301,Row-Update,mps2,-1.33742452,8.55774664e-05,100
2301,Hybrid,mixture2,-1.33742511,8.33980388e-05,100
2302,Metropolis,metropolis,-1.33646572,3.79951373e-04,100
2302,Row-Update,mps2,-1.33743658,8.58032953e-05,100
2302,Hybrid,mixture2,-1.33741949,8.49445010e-05,100
2303,Metropolis,metropolis,-1.33647183,3.79686058e-04,100
2303,Row-Update,mps2,-1.33741267,8.86566001e-05,100
2303,Hybrid,mixture2,-1.33742144,8.37384734e-05,100
2304,Metropolis,metropolis,-1.33646476,3.80668748e-04,100
2304,Row-Update,mps2,-1.33742031,8.53413167e-05,100
2304,Hybrid,mixture2,-1.33744145,8.28200354e-05,100
2305,Metropolis,metropolis,-1.33646252,3.80557806e-04,100
2305,Row-Update,mps2,-1.33742619,8.41676306e-05,100
2305,Hybrid,mixture2,-1.33742987,8.24449649e-05,100
2306,Metropolis,metropolis,-1.33645886,3.80352250e-04,100
2306,Row-Update,mps2,-1.33743782,8.17699656e-05,100
2306,Hybrid,mixture2,-1.33743296,8.26201104e-05,100
2307,Metropolis,metropolis,-1.33647349,3.80625600e-04,100
2307,Row-Update,mps2,-1.33744896,8.17703905e-05,100
2307,Hybrid,mixture2,-1.33742477,8.51518374e-05,100
2308,Metropolis,metropolis,-1.33647936,3.80268576e-04,100
2308,Row-Update,mps2,-1.33744536,8.19102292e-05,100
2308,Hybrid,mixture2,-1.33742880,8.29747207e-05,100
2309,Metropolis,metropolis,-1.33648131,3.80410989e-04,100
2309,Row-Update,mps2,-1.33746926,7.88072129e-05,100
2309,Hybrid,mixture2,-1.33743008,8.40548129e-05,100
2310,Metropolis,metropolis,-1.33646703,3.81206691e-04,100
2310,Row-Update,mps2,-1.33746856,7.97429496e-05,100
2310,Hybrid,mixture2,-1.33742688,8.44751975e-05,100
2311,Metropolis,metropolis,-1.33648711,3.80836355e-04,100
2311,Row-Update,mps2,-1.33747190,8.00869148e-05,100
2311,Hybrid,mixture2,-1.33742209,8.49774461e-05,100
2312,Metropolis,metropolis,-1.33646506,3.80178856e-04,100
2312,Row-Update,mps2,-1.33746596,8.00990763e-05,100
2312,Hybrid,mixture2,-1.33742622,8.40042499e-05,100
2313,Metropolis,metropolis,-1.33646859,3.79465606e-04,100
2313,Row-Update,mps2,-1.33748492,7.98055171e-05,100
2313,Hybrid,mixture2,-1.33742022,8.49057955e-05,100
2314,Metropolis,metropolis,-1.33646695,3.80255203e-04,100
2314,Row-Update,mps2,-1.33746157,8.06914346e-05,100
2314,Hybrid,mixture2,-1.33742278,8.39013406e-05,100
2315,Metropolis,metropolis,-1.33647036,3.80465423e-04,100
2315,Row-Update,mps2,-1.33746899,7.93671762e-05,100
2315,Hybrid,mixture2,-1.33741965,8.43281513e-05,100
2316,Metropolis,metropolis,-1.33647076,3.80755367e-04,100
2316,Row-Update,mps2,-1.33746266,8.15975574e-05,100
2316,Hybrid,mixture2,-1.33742871,8.34293199e-05,100
2317,Metropolis,metropolis,-1.33646745,3.80466988e-04,100
2317,Row-Update,mps2,-1.33748478,8.18291548e-05,100
2317,Hybrid,mixture2,-1.33742664,8.31915395e-05,100
2318,Metropolis,metropolis,-1.33646225,3.79998987e-04,100
2318,Row-Update,mps2,-1.33745675,8.23916240e-05,100
2318,Hybrid,mixture2,-1.33741152,8.34130628e-05,100
2319,Metropolis,metropolis,-1.33647566,3.80479081e-04,100
2319,Row-Update,mps2,-1.33746381,8.19939643e-05,100
2319,Hybrid,mixture2,-1.33743366,8.26949670e-05,100
2320,Metropolis,metropolis,-1.33648094,3.80031496e-04,100
2320,Row-Update,mps2,-1.33746736,8.02648297e-05,100
2320,Hybrid,mixture2,-1.33743799,8.11753148e-05,100
2321,Metropolis,metropolis,-1.33647713,3.80320481e-04,100
2321,Row-Update,mps2,-1.33745926,8.09887118e-05,100
2321,Hybrid,mixture2,-1.33743791,8.37154844e-05,100
2322,Metropolis,metropolis,-1.33647302,3.80700954e-04,100
2322,Row-Update,mps2,-1.33744931,8.25213296e-05,100
2322,Hybrid,mixture2,-1.33742720,8.41326866e-05,100
2323,Metropolis,metropolis,-1.33648233,3.79443350e-04,100
2323,Row-Update,mps2,-1.33745564,8.23295905e-05,100
2323,Hybrid,mixture2,-1.33743837,8.19084873e-05,100
2324,Metropolis,metropolis,-1.33647164,3.81121732e-04,100
2324,Row-Update,mps2,-1.33745444,8.44939874e-05,100
2324,Hybrid,mixture2,-1.33742435,8.39089683e-05,100
2325,Metropolis,metropolis,-1.33647343,3.80250748e-04,100
2325,Row-Update,mps2,-1.33746869,8.14757597e-05,100
2325,Hybrid,mixture2,-1.33743125,8.34359788e-05,100
2326,Metropolis,metropolis,-1.33646820,3.80600811e-04,100
2326,Row-Update,mps2,-1.33748589,7.63107983e-05,100
2326,Hybrid,mixture2,-1.33743547,8.39520766e-05,100
2327,Metropolis,metropolis,-1.33645537,3.80885331e-04,100
2327,Row-Update,mps2,-1.33747367,8.05025963e-05,100
2327,Hybrid,mixture2,-1.33742727,8.34717948e-05,100
2328,Metropolis,metropolis,-1.33646124,3.79746854e-04,100
2328,Row-Update,mps2,-1.33747752,7.75498997e-05,100
2328,Hybrid,mixture2,-1.33742071,8.27558019e-05,100
2329,Metropolis,metropolis,-1.33645898,3.80265279e-04,100
2329,Row-Update,mps2,-1.33748070,7.83630647e-05,100
2329,Hybrid,mixture2,-1.33743177,8.29393547e-05,100
2330,Metropolis,metropolis,-1.33646880,3.79724209e-04,100
2330,Row-Update,mps2,-1.33747108,7.84634371e-05,100
2330,Hybrid,mixture2,-1.33743615,8.33722171e-05,100
2331,Metropolis,metropolis,-1.33646672,3.79696647e-04,100
2331,Row-Update,mps2,-1.33747231,7.77876569e-05,100
2331,Hybrid,mixture2,-1.33743657,8.31057820e-05,100
2332,Metropolis,metropolis,-1.33647143,3.80092769e-04,100
2332,Row-Update,mps2,-1.33747623,7.92597442e-05,100
2332,Hybrid,mixture2,-1.33742306,8.35891338e-05,100
2333,Metropolis,metropolis,-1.33647400,3.80047725e-04,100
2333,Row-Update,mps2,-1.33748140,8.01938013e-05,100
2333,Hybrid,mixture2,-1.33742933,8.35589829e-05,100
2334,Metropolis,metropolis,-1.33646446,3.80453794e-04,100
2334,Row-Update,mps2,-1.33746188,8.02759769e-05,100
2334,Hybrid,mixture2,-1.33742720,8.42149497e-05,100
2335,Metropolis,metropolis,-1.33646434,3.80129910e-04,100
2335,Row-Update,mps2,-1.33748010,7.74850951e-05,100
2335,Hybrid,mixture2,-1.33742407,8.42828690e-05,100
2336,Metropolis,metropolis,-1.33645747,3.80540610e-04,100
2336,Row-Update,mps2,-1.33745393,8.18069762e-05,100
2336,Hybrid,mixture2,-1.33742320,8.42858326e-05,100
2337,Metropolis,metropolis,-1.33646233,3.79304900e-04,100
2337,Row-Update,mps2,-1.33746324,8.01697957e-05,100
2337,Hybrid,mixture2,-1.33741302,8.58530480e-05,100
2338,Metropolis,metropolis,-1.33646113,3.80948687e-04,100
2338,Row-Update,mps2,-1.33747184,8.07364975e-05,100
2338,Hybrid,mixture2,-1.33740548,8.45249600e-05,100
2339,Metropolis,metropolis,-1.33646143,3.80849802e-04,100
2339,Row-Update,mps2,-1.33748205,7.78758119e-05,100
2339,Hybrid,mixture2,-1.33743396,8.53205754e-05,100
2340,Metropolis,metropolis,-1.33646363,3.81048566e-04,100
2340,Row-Update,mps2,-1.33747695,7.71001804e-05,100
2340,Hybrid,mixture2,-1.33741361,8.63893042e-05,100
2341,Metropolis,metropolis,-1.33646258,3.80611374e-04,100
2341,Row-Update,mps2,-1.33746529,7.76797793e-05,100
2341,Hybrid,mixture2,-1.33741616,8.60287632e-05,100
2342,Metropolis,metropolis,-1.33647045,3.79747797e-04,100
2342,Row-Update,mps2,-1.33746964,7.91628167e-05,100
2342,Hybrid,mixture2,-1.33742061,8.52793518e-05,100
2343,Metropolis,metropolis,-1.33646387,3.81400690e-04,100
2343,Row-Update,mps2,-1.33748516,7.79586066e-05,100
2343,Hybrid,mixture2,-1.33741703,8.27368812e-05,100
2344,Metropolis,metropolis,-1.33645963,3.80144832e-04,100
2344,Row-Update,mps2,-1.33748626,7.84461635e-05,100
2344,Hybrid,mixture2,-1.33741951,8.52399733e-05,100
2345,Metropolis,metropolis,-1.33647600,3.80303430e-04,100
