step,method,source_method,mean_energy_per_site,standard_error_of_mean,n_independent_runs
250,Metropolis,metropolis,-1.33414453,4.17106248e-04,100
250,Row-Update,mps2,-1.33514444,1.24380855e-04,100
250,Hybrid,mixture2,-1.33526995,1.18005974e-04,100
251,Metropolis,metropolis,-1.33414490,4.13855044e-04,100
251,Row-Update,mps2,-1.33520192,1.14112223e-04,100
251,Hybrid,mixture2,-1.33527497,1.21772664e-04,100
252,Metropolis,metropolis,-1.33419212,4.12897186e-04,100
252,Row-Update,mps2,-1.33523820,1.11488708e-04,100
252,Hybrid,mixture2,-1.33530848,1.13404660e-04,100
253,Metropolis,metropolis,-1.33414122,4.11876892e-04,100
253,Row-Update,mps2,-1.33519047,1.15353949e-04,100
253,Hybrid,mixture2,-1.33529161,1.18452086e-04,100
254,Metropolis,metropolis,-1.33423723,4.13978241e-04,100
254,Row-Update,mps2,-1.33526705,1.12889986e-04,100
254,Hybrid,mixture2,-1.33528755,1.20495342e-04,100
255,Metropolis,metropolis,-1.33420649,4.14588806e-04,100
255,Row-Update,mps2,-1.33527471,1.15327938e-04,100
255,Hybrid,mixture2,-1.33527497,1.17602334e-04,100
256,Metropolis,metropolis,-1.33418007,4.11750654e-04,100
256,Row-Update,mps2,-1.33525670,1.09552872e-04,100
256,Hybrid,mixture2,-1.33528532,1.23081267e-04,100
257,Metropolis,metropolis,-1.33422059,4.11020656e-04,100
257,Row-Update,mps2,-1.33521016,1.21402702e-04,100
257,Hybrid,mixture2,-1.33527014,1.36071394e-04,100
258,Metropolis,metropolis,-1.33423560,4.13901115e-04,100
258,Row-Update,mps2,-1.33525412,1.12987934e-04,100
258,Hybrid,mixture2,-1.33529724,1.25892003e-04,100
259,Metropolis,metropolis,-1.33424527,4.08975172e-04,100
259,Row-Update,mps2,-1.33524805,1.13975751e-04,100
259,Hybrid,mixture2,-1.33533659,1.23333393e-04,100
260,Metropolis,metropolis,-1.33425004,4.09229778e-04,100
260,Row-Update,mps2,-1.33526242,1.11918060e-04,100
260,Hybrid,mixture2,-1.33528689,1.21713294e-04,100
261,Metropolis,metropolis,-1.33422806,4.10964415e-04,100
261,Row-Update,mps2,-1.33525160,1.12639670e-04,100
261,Hybrid,mixture2,-1.33537028,1.18424235e-04,100
262,Metropolis,metropolis,-1.33421881,4.09803999e-04,100
262,Row-Update,mps2,-1.33530863,1.10053951e-04,100
262,Hybrid,mixture2,-1.33536012,1.18558467e-04,100
263,Metropolis,metropolis,-1.33425345,4.08327204e-04,100
263,Row-Update,mps2,-1.33531844,1.12763404e-04,100
263,Hybrid,mixture2,-1.33535381,1.16330045e-04,100
264,Metropolis,metropolis,-1.33422681,4.09858539e-04,100
264,Row-Update,mps2,-1.33526973,1.14380878e-04,100
264,Hybrid,mixture2,-1.33538482,1.18923076e-04,100
265,Metropolis,metropolis,-1.33427965,4.11839842e-04,100
265,Row-Update,mps2,-1.33521600,1.15286021e-04,100
265,Hybrid,mixture2,-1.33541834,1.15287860e-04,100
266,Metropolis,metropolis,-1.33422835,4.12237742e-04,100
266,Row-Update,mps2,-1.33533282,1.13709116e-04,100
266,Hybrid,mixture2,-1.33541518,1.28550391e-04,100
267,Metropolis,metropolis,-1.33427645,4.09522775e-04,100
267,Row-Update,mps2,-1.33532941,1.09129346e-04,100
267,Hybrid,mixture2,-1.33536139,1.22546113e-04,100
268,Metropolis,metropolis,-1.33432424,4.09472768e-04,100
268,Row-Update,mps2,-1.33533953,1.08646730e-04,100
268,Hybrid,mixture2,-1.33534532,1.26771012e-04,100
269,Metropolis,metropolis,-1.33429945,4.09041934e-04,100
269,Row-Update,mps2,-1.33533038,1.13559015e-04,100
269,Hybrid,mixture2,-1.33535459,1.17631895e-04,100
270,Metropolis,metropolis,-1.33430127,4.08596683e-04,100
270,Row-Update,mps2,-1.33534098,1.12313285e-04,100
270,Hybrid,mixture2,-1.33539325,1.15117354e-04,100
271,Metropolis,metropolis,-1.33435479,4.06738410e-04,100
271,Row-Update,mps2,-1.33538348,1.04185490e-04,100
271,Hybrid,mixture2,-1.33539157,1.19053448e-04,100
272,Metropolis,metropolis,-1.33436518,4.06695846e-04,100
272,Row-Update,mps2,-1.33537055,1.05659192e-04,100
272,Hybrid,mixture2,-1.33537389,1.20199091e-04,100
273,Metropolis,metropolis,-1.33435542,4.08406079e-04,100
273,Row-Update,mps2,-1.33539202,1.09359365e-04,100
273,Hybrid,mixture2,-1.33539725,1.17698789e-04,100
274,Metropolis,metropolis,-1.33436833,4.09608863e-04,100
274,Row-Update,mps2,-1.33535105,1.05465220e-04,100
274,Hybrid,mixture2,-1.33541775,1.14728250e-04,100
275,Metropolis,metropolis,-1.33434174,4.06206182e-04,100
275,Row-Update,mps2,-1.33539954,1.07202423e-04,100
275,Hybrid,mixture2,-1.33541356,1.12979006e-04,100
276,Metropolis,metropolis,-1.33439916,4.04846485e-04,100
276,Row-Update,mps2,-1.33540650,1.07023395e-04,100
276,Hybrid,mixture2,-1.33545157,1.16292660e-04,100
277,Metropolis,metropolis,-1.33435936,4.06140399e-04,100
277,Row-Update,mps2,-1.33540664,1.05402249e-04,100
277,Hybrid,mixture2,-1.33544373,1.19766591e-04,100
278,Metropolis,metropolis,-1.33438802,4.06886946e-04,100
278,Row-Update,mps2,-1.33542719,1.01848698e-04,100
278,Hybrid,mixture2,-1.33546344,1.24260295e-04,100
279,Metropolis,metropolis,-1.33439745,4.08596376e-04,100
279,Row-Update,mps2,-1.33540309,1.11812795e-04,100
279,Hybrid,mixture2,-1.33547722,1.18522797e-04,100
280,Metropolis,metropolis,-1.33438992,4.07537437e-04,100
280,Row-Update,mps2,-1.33546205,1.07437992e-04,100
280,Hybrid,mixture2,-1.33544620,1.25349260e-04,100
281,Metropolis,metropolis,-1.33443990,4.04544511e-04,100
281,Row-Update,mps2,-1.33548038,1.08165884e-04,100
281,Hybrid,mixture2,-1.33545897,1.24998294e-04,100
282,Metropolis,metropolis,-1.33440311,4.05966851e-04,100
282,Row-Update,mps2,-1.33546272,1.03940135e-04,100
282,Hybrid,mixture2,-1.33545644,1.14901406e-04,100
283,Metropolis,metropolis,-1.33443941,4.07190454e-04,100
283,Row-Update,mps2,-1.33552270,1.04760910e-04,100
283,Hybrid,mixture2,-1.33550782,1.13886833e-04,100
284,Metropolis,metropolis,-1.33442952,4.07532634e-04,100
284,Row-Update,mps2,-1.33541228,1.13458151e-04,100
284,Hybrid,mixture2,-1.33551229,1.17640945e-04,100
285,Metropolis,metropolis,-1.33443606,4.08248693e-04,100
285,Row-Update,mps2,-1.33546546,1.06296755e-04,100
285,Hybrid,mixture2,-1.33554780,1.14047627e-04,100
286,Metropolis,metropolis,-1.33443220,4.06148964e-04,100
286,Row-Update,mps2,-1.33546717,1.08339150e-04,100
286,Hybrid,mixture2,-1.33551539,1.15702566e-04,100
287,Metropolis,metropolis,-1.33448386,4.04521204e-04,100
287,Row-Update,mps2,-1.33543797,1.12168701e-04,100
287,Hybrid,mixture2,-1.33550601,1.17574437e-04,100
288,Metropolis,metropolis,-1.33444252,4.05738123e-04,100
288,Row-Update,mps2,-1.33550616,1.06761350e-04,100
288,Hybrid,mixture2,-1.33552842,1.16281187e-04,100
289,Metropolis,metropolis,-1.33446155,4.04478266e-04,100
289,Row-Update,mps2,-1.33549183,1.11133742e-04,100
289,Hybrid,mixture2,-1.33549666,1.18571299e-04,100
290,Metropolis,metropolis,-1.33447058,4.06046342e-04,100
290,Row-Update,mps2,-1.33556319,1.03688321e-04,100
290,Hybrid,mixture2,-1.33557332,1.16812817e-04,100
291,Metropolis,metropolis,-1.33452465,4.03946438e-04,100
291,Row-Update,mps2,-1.33553801,1.02788095e-04,100
291,Hybrid,mixture2,-1.33558748,1.21842689e-04,100
292,Metropolis,metropolis,-1.33447092,4.05512741e-04,100
292,Row-Update,mps2,-1.33550625,1.22442380e-04,100
292,Hybrid,mixture2,-1.33552678,1.18525842e-04,100
293,Metropolis,metropolis,-1.33451244,4.04776360e-04,100
293,Row-Update,mps2,-1.33553111,1.10105605e-04,100
293,Hybrid,mixture2,-1.33556983,1.17792119e-04,100
294,Metropolis,metropolis,-1.33450394,4.02655716e-04,100
294,Row-Update,mps2,-1.33556806,1.07880532e-04,100
294,Hybrid,mixture2,-1.33556935,1.12088870e-04,100
295,Metropolis,metropolis,-1.33449986,4.05598782e-04,100
295,Row-Update,mps2,-1.33556110,1.05910102e-04,100
295,Hybrid,mixture2,-1.33559048,1.11411620e-04,100
296,Metropolis,metropolis,-1.33451212,4.02772883e-04,100
296,Row-Update,mps2,-1.33557930,1.02278098e-04,100
296,Hybrid,mixture2,-1.33558344,1.11568344e-04,100
297,Metropolis,metropolis,-1.33454643,4.03062396e-04,100
297,Row-Update,mps2,-1.33555019,1.05271954e-04,100
297,Hybrid,mixture2,-1.33562535,1.10162077e-04,100
298,Metropolis,metropolis,-1.33453574,4.08404315e-04,100
298,Row-Update,mps2,-1.33555928,1.10984911e-04,100
298,Hybrid,mixture2,-1.33564149,1.11394478e-04,100
299,Metropolis,metropolis,-1.33455015,4.06012866e-04,100
299,Row-Update,mps2,-1.33551788,1.19610875e-04,100
299,Hybrid,mixture2,-1.33558500,1.17457532e-04,100
300,Metropolis,metropolis,-1.33453583,4.05021082e-04,100
300,Row-Update,mps2,-1.33558938,1.05415894e-04,100
300,Hybrid,mixture2,-1.33554486,1.18397803e-04,100
301,Metropolis,metropolis,-1.33449483,4.07081425e-04,100
301,Row-Update,mps2,-1.33555734,1.13106947e-04,100
301,Hybrid,mixture2,-1.33561039,1.17009087e-04,100
302,Metropolis,metropolis,-1.33450471,4.05546106e-04,100
302,Row-Update,mps2,-1.33560547,1.02357643e-04,100
302,Hybrid,mixture2,-1.33564930,1.10734330e-04,100
303,Metropolis,metropolis,-1.33453853,4.03066050e-04,100
303,Row-Update,mps2,-1.33562029,1.03269687e-04,100
303,Hybrid,mixture2,-1.33559785,1.12217467e-04,100
304,Metropolis,metropolis,-1.33454411,4.05093987e-04,100
304,Row-Update,mps2,-1.33560643,1.05567638e-04,100
304,Hybrid,mixture2,-1.33565478,1.13285589e-04,100
305,Metropolis,metropolis,-1.33454575,4.01963859e-04,100
305,Row-Update,mps2,-1.33552783,1.07731720e-04,100
305,Hybrid,mixture2,-1.33560116,1.14353380e-04,100
306,Metropolis,metropolis,-1.33456703,4.06059950e-04,100
306,Row-Update,mps2,-1.33557999,1.10362424e-04,100
306,Hybrid,mixture2,-1.33565722,1.11090897e-04,100
307,Metropolis,metropolis,-1.33460278,4.03541371e-04,100
307,Row-Update,mps2,-1.33560405,1.09246801e-04,100
307,Hybrid,mixture2,-1.33565023,1.12978565e-04,100
308,Metropolis,metropolis,-1.33461887,4.03978917e-04,100
308,Row-Update,mps2,-1.33565462,1.09108309e-04,100
308,Hybrid,mixture2,-1.33567346,1.11456430e-04,100
309,Metropolis,metropolis,-1.33460586,4.01557657e-04,100
309,Row-Update,mps2,-1.33564568,1.03877503e-04,100
309,Hybrid,mixture2,-1.33563777,1.12385989e-04,100
310,Metropolis,metropolis,-1.33459790,4.02632493e-04,100
310,Row-Update,mps2,-1.33565742,1.04486537e-04,100
310,Hybrid,mixture2,-1.33563473,1.15300552e-04,100
311,Metropolis,metropolis,-1.33462488,4.04844135e-04,100
311,Row-Update,mps2,-1.33565362,1.11872634e-04,100
311,Hybrid,mixture2,-1.33563501,1.12885342e-04,100
312,Metropolis,metropolis,-1.33465565,4.02581173e-04,100
312,Row-Update,mps2,-1.33566857,9.99450719e-05,100
312,Hybrid,mixture2,-1.33560309,1.18576775e-04,100
313,Metropolis,metropolis,-1.33467364,3.99437483e-04,100
313,Row-Update,mps2,-1.33565898,1.03650720e-04,100
313,Hybrid,mixture2,-1.33564457,1.10017148e-04,100
314,Metropolis,metropolis,-1.33463767,4.02032704e-04,100
314,Row-Update,mps2,-1.33569042,1.11805768e-04,100
314,Hybrid,mixture2,-1.33567099,1.13082092e-04,100
315,Metropolis,metropolis,-1.33461202,4.02763798e-04,100
315,Row-Update,mps2,-1.33571858,1.10287391e-04,100
315,Hybrid,mixture2,-1.33567080,1.14704970e-04,100
316,Metropolis,metropolis,-1.33466378,4.03115595e-04,100
316,Row-Update,mps2,-1.33570551,1.08017155e-04,100
316,Hybrid,mixture2,-1.33567152,1.10941608e-04,100
317,Metropolis,metropolis,-1.33464644,4.03647401e-04,100
317,Row-Update,mps2,-1.33568323,1.04062366e-04,100
317,Hybrid,mixture2,-1.33559893,1.34735710e-04,100
318,Metropolis,metropolis,-1.33466572,4.02609798e-04,100
318,Row-Update,mps2,-1.33570302,1.04702618e-04,100
318,Hybrid,mixture2,-1.33569140,1.20345891e-04,100
319,Metropolis,metropolis,-1.33464814,4.01315293e-04,100
319,Row-Update,mps2,-1.33566195,1.04965478e-04,100
319,Hybrid,mixture2,-1.33564550,1.18546690e-04,100
320,Metropolis,metropolis,-1.33463329,4.03284679e-04,100
320,Row-Update,mps2,-1.33568723,1.06337030e-04,100
320,Hybrid,mixture2,-1.33567226,1.15582326e-04,100
321,Metropolis,metropolis,-1.33466496,4.03110021e-04,100
321,Row-Update,mps2,-1.33570245,1.06045131e-04,100
321,Hybrid,mixture2,-1.33569808,1.15327572e-04,100
322,Metropolis,metropolis,-1.33467598,4.06138986e-04,100
322,Row-Update,mps2,-1.33576563,1.02004561e-04,100
322,Hybrid,mixture2,-1.33567211,1.13148035e-04,100
323,Metropolis,metropolis,-1.33468175,4.01424562e-04,100
323,Row-Update,mps2,-1.33572496,1.07422205e-04,100
323,Hybrid,mixture2,-1.33570059,1.11254545e-04,100
324,Metropolis,metropolis,-1.33469325,4.02417363e-04,100
324,Row-Update,mps2,-1.33576209,9.92215474e-05,100
324,Hybrid,mixture2,-1.33572832,1.10209814e-04,100
325,Metropolis,metropolis,-1.33475299,3.99927089e-04,100
325,Row-Update,mps2,-1.33573961,1.01875622e-04,100
325,Hybrid,mixture2,-1.33569699,1.17757047e-04,100
326,Metropolis,metropolis,-1.33474845,4.02168800e-04,100
326,Row-Update,mps2,-1.33578648,1.06433423e-04,100
326,Hybrid,mixture2,-1.33573972,1.12151840e-04,100
327,Metropolis,metropolis,-1.33471231,4.05012774e-04,100
327,Row-Update,mps2,-1.33575995,1.08579863e-04,100
327,Hybrid,mixture2,-1.33574475,1.09371129e-04,100
328,Metropolis,metropolis,-1.33471138,4.01038555e-04,100
328,Row-Update,mps2,-1.33571359,1.09152181e-04,100
328,Hybrid,mixture2,-1.33571738,1.11671714e-04,100
329,Metropolis,metropolis,-1.33473322,4.00355595e-04,100
329,Row-Update,mps2,-1.33570426,1.10127128e-04,100
329,Hybrid,mixture2,-1.33576513,1.09618737e-04,100
330,Metropolis,metropolis,-1.33471152,3.99669015e-04,100
330,Row-Update,mps2,-1.33570834,1.19904117e-04,100
330,Hybrid,mixture2,-1.33576378,1.09504872e-04,100
331,Metropolis,metropolis,-1.33475930,4.01201383e-04,100
331,Row-Update,mps2,-1.33569952,1.15860571e-04,100
331,Hybrid,mixture2,-1.33581154,1.09585396e-04,100
332,Metropolis,metropolis,-1.33472303,4.03044732e-04,100
332,Row-Update,mps2,-1.33576209,1.13638112e-04,100
332,Hybrid,mixture2,-1.33579111,1.09532485e-04,100
333,Metropolis,metropolis,-1.33477102,4.01524990e-04,100
333,Row-Update,mps2,-1.33575940,1.15664241e-04,100
333,Hybrid,mixture2,-1.33576947,1.07193578e-04,100
334,Metropolis,metropolis,-1.33480861,4.06261385e-04,100
334,Row-Update,mps2,-1.33578223,1.10725846e-04,100
334,Hybrid,mixture2,-1.33577992,1.08443443e-04,100
335,Metropolis,metropolis,-1.33474860,4.03305466e-04,100
335,Row-Update,mps2,-1.33575033,1.08681966e-04,100
335,Hybrid,mixture2,-1.33576442,1.09407555e-04,100
336,Metropolis,metropolis,-1.33476147,4.00913443e-04,100
336,Row-Update,mps2,-1.33577688,1.11476384e-04,100
336,Hybrid,mixture2,-1.33577735,1.07619356e-04,100
337,Metropolis,metropolis,-1.33479048,4.01953974e-04,100
337,Row-Update,mps2,-1.33580899,1.03176926e-04,100
337,Hybrid,mixture2,-1.33579010,1.09270776e-04,100
338,Metropolis,metropolis,-1.33476462,4.05906981e-04,100
338,Row-Update,mps2,-1.33579229,1.06673164e-04,100
338,Hybrid,mixture2,-1.33579937,1.06416483e-04,100
339,Metropolis,metropolis,-1.33480655,4.00901983e-04,100
339,Row-Update,mps2,-1.33579096,1.13746168e-04,100
339,Hybrid,mixture2,-1.33583095,1.05750683e-04,100
340,Metropolis,metropolis,-1.33476986,4.03632602e-04,100
340,Row-Update,mps2,-1.33583158,1.04711832e-04,100
340,Hybrid,mixture2,-1.33584766,1.03596727e-04,100
341,Metropolis,metropolis,-1.33480537,4.01115571e-04,100
341,Row-Update,mps2,-1.33582891,1.06008992e-04,100
341,Hybrid,mixture2,-1.33583629,1.04254824e-04,100
342,Metropolis,metropolis,-1.33478577,4.00542674e-04,100
342,Row-Update,mps2,-1.33583738,1.00951871e-04,100
342,Hybrid,mixture2,-1.33582633,1.05407798e-04,100
343,Metropolis,metropolis,-1.33480426,4.00498996e-04,100
343,Row-Update,mps2,-1.33585666,1.03600223e-04,100
343,Hybrid,mixture2,-1.33587373,1.01065811e-04,100
344,Metropolis,metropolis,-1.33476271,4.04098912e-04,100
344,Row-Update,mps2,-1.33584034,9.91088355e-05,100
344,Hybrid,mixture2,-1.33580795,1.08308356e-04,100
345,Metropolis,metropolis,-1.33477822,4.08729393e-04,100
345,Row-Update,mps2,-1.33584914,9.80284956e-05,100
345,Hybrid,mixture2,-1.33585903,1.07376532e-04,100
346,Metropolis,metropolis,-1.33476040,4.08714500e-04,100
346,Row-Update,mps2,-1.33587379,9.90853621e-05,100
346,Hybrid,mixture2,-1.33583018,1.08498153e-04,100
347,Metropolis,metropolis,-1.33480294,4.05456981e-04,100
347,Row-Update,mps2,-1.33589304,9.91048918e-05,100
347,Hybrid,mixture2,-1.33588248,1.04742242e-04,100
348,Metropolis,metropolis,-1.33480272,4.03497939e-04,100
348,Row-Update,mps2,-1.33589263,1.02230209e-04,100
348,Hybrid,mixture2,-1.33588832,1.05461085e-04,100
349,Metropolis,metropolis,-1.33479089,4.09507769e-04,100
349,Row-Update,mps2,-1.33587707,1.01733166e-04,100
349,Hybrid,mixture2,-1.33583718,1.07990650e-04,100
350,Metropolis,metropolis,-1.33481247,4.01906704e-04,100
350,Row-Update,mps2,-1.33592498,9.78362012e-05,100
350,Hybrid,mixture2,-1.33585847,1.10736312e-04,100
351,Metropolis,metropolis,-1.33485697,4.03288010e-04,100
351,Row-Update,mps2,-1.33592993,9.78041433e-05,100
351,Hybrid,mixture2,-1.33589405,1.07043260e-04,100
352,Metropolis,metropolis,-1.33483978,4.03827690e-04,100
352,Row-Update,mps2,-1.33589514,1.04819552e-04,100
352,Hybrid,mixture2,-1.33589306,1.09672220e-04,100
353,Metropolis,metropolis,-1.33483200,4.02193175e-04,100
353,Row-Update,mps2,-1.33593546,9.88424764e-05,100
353,Hybrid,mixture2,-1.33589673,1.05712317e-04,100
354,Metropolis,metropolis,-1.33485368,4.03379300e-04,100
354,Row-Update,mps2,-1.33589303,9.66461850e-05,100
354,Hybrid,mixture2,-1.33590869,1.06917871e-04,100
355,Metropolis,metropolis,-1.33485542,4.02466832e-04,100
355,Row-Update,mps2,-1.33592116,9.73932780e-05,100
355,Hybrid,mixture2,-1.33594697,1.06767456e-04,100
356,Metropolis,metropolis,-1.33485980,4.02541263e-04,100
356,Row-Update,mps2,-1.33588997,9.87912411e-05,100
356,Hybrid,mixture2,-1.33591684,1.04197430e-04,100
357,Metropolis,metropolis,-1.33486101,4.03123696e-04,100
357,Row-Update,mps2,-1.33592988,9.69028834e-05,100
357,Hybrid,mixture2,-1.33590453,1.06164005e-04,100
358,Metropolis,metropolis,-1.33487136,4.02383819e-04,100
358,Row-Update,mps2,-1.33594460,9.83718113e-05,100
358,Hybrid,mixture2,-1.33590797,1.10859485e-04,100
359,Metropolis,metropolis,-1.33484684,4.03863156e-04,100
359,Row-Update,mps2,-1.33591770,1.15748303e-04,100
359,Hybrid,mixture2,-1.33592103,1.13992534e-04,100
360,Metropolis,metropolis,-1.33485786,4.03442560e-04,100
360,Row-Update,mps2,-1.33594727,1.02554622e-04,100
360,Hybrid,mixture2,-1.33596603,1.08520493e-04,100
361,Metropolis,metropolis,-1.33486929,4.02949785e-04,100
361,Row-Update,mps2,-1.33597373,9.93745216e-05,100
361,Hybrid,mixture2,-1.33593606,1.06748138e-04,100
362,Metropolis,metropolis,-1.33486285,4.05463260e-04,100
362,Row-Update,mps2,-1.33598601,9.55745137e-05,100
362,Hybrid,mixture2,-1.33594820,1.07219301e-04,100
363,Metropolis,metropolis,-1.33486891,4.02187435e-04,100
363,Row-Update,mps2,-1.33593747,1.14811765e-04,100
363,Hybrid,mixture2,-1.33594276,1.07727268e-04,100
364,Metropolis,metropolis,-1.33481862,4.02342560e-04,100
364,Row-Update,mps2,-1.33596277,1.05136289e-04,100
364,Hybrid,mixture2,-1.33595616,1.09766892e-04,100
365,Metropolis,metropolis,-1.33480902,4.04580065e-04,100
365,Row-Update,mps2,-1.33600184,1.02772472e-04,100
365,Hybrid,mixture2,-1.33597416,1.06490176e-04,100
366,Metropolis,metropolis,-1.33485419,4.00257380e-04,100
366,Row-Update,mps2,-1.33598871,9.90758372e-05,100
366,Hybrid,mixture2,-1.33594649,1.08121291e-04,100
367,Metropolis,metropolis,-1.33487873,3.99997316e-04,100
367,Row-Update,mps2,-1.33596920,1.03167772e-04,100
367,Hybrid,mixture2,-1.33596432,1.10280364e-04,100
368,Metropolis,metropolis,-1.33490302,3.97370761e-04,100
368,Row-Update,mps2,-1.33598263,9.79434098e-05,100
368,Hybrid,mixture2,-1.33598781,1.06555724e-04,100
369,Metropolis,metropolis,-1.33489000,4.03116817e-04,100
369,Row-Update,mps2,-1.33598874,9.98221862e-05,100
369,Hybrid,mixture2,-1.33593909,1.07641855e-04,100
370,Metropolis,metropolis,-1.33490584,4.03996127e-04,100
370,Row-Update,mps2,-1.33600596,9.80905856e-05,100
370,Hybrid,mixture2,-1.33594443,1.08223690e-04,100
371,Metropolis,metropolis,-1.33494037,4.02253366e-04,100
371,Row-Update,mps2,-1.33598817,1.03274326e-04,100
371,Hybrid,mixture2,-1.33596818,1.07768642e-04,100
372,Metropolis,metropolis,-1.33493266,4.04051420e-04,100
372,Row-Update,mps2,-1.33599502,9.70537794e-05,100
372,Hybrid,mixture2,-1.33597274,1.07991875e-04,100
373,Metropolis,metropolis,-1.33492003,3.99310520e-04,100
373,Row-Update,mps2,-1.33601713,9.81526190e-05,100
373,Hybrid,mixture2,-1.33598551,1.08770458e-04,100
374,Metropolis,metropolis,-1.33492169,4.01264139e-04,100
374,Row-Update,mps2,-1.33600661,9.47430925e-05,100
374,Hybrid,mixture2,-1.33600271,1.09352482e-04,100
375,Metropolis,metropolis,-1.33492570,4.02752199e-04,100
375,Row-Update,mps2,-1.33603356,9.91931670e-05,100
375,Hybrid,mixture2,-1.33597596,1.09726657e-04,100
376,Metropolis,metropolis,-1.33490671,4.03796264e-04,100
376,Row-Update,mps2,-1.33603766,9.47120661e-05,100
376,Hybrid,mixture2,-1.33596719,1.06795459e-04,100
377,Metropolis,metropolis,-1.33497745,4.05269685e-04,100
