step,method,source_method,mean_energy_per_site,standard_error_of_mean,n_independent_runs
3864,Row-Update,mps,-1.39753159,1.45301004e-03,20
3864,Hybrid,mixture,-1.39766660,1.40533106e-03,20
3865,Metropolis,metropolis,-1.39098033,2.51992526e-03,20
3865,Row-Update,mps,-1.39753509,1.45419346e-03,20
3865,Hybrid,mixture,-1.39766111,1.40433043e-03,20
3866,Metropolis,metropolis,-1.39098855,2.52083540e-03,20
3866,Row-Update,mps,-1.39752741,1.45741449e-03,20
3866,Hybrid,mixture,-1.39766530,1.40223996e-03,20
3867,Metropolis,metropolis,-1.39097854,2.52013284e-03,20
3867,Row-Update,mps,-1.39753919,1.45263939e-03,20
3867,Hybrid,mixture,-1.39766212,1.40280756e-03,20
3868,Metropolis,metropolis,-1.39098074,2.52185017e-03,20
3868,Row-Update,mps,-1.39753434,1.45463786e-03,20
3868,Hybrid,mixture,-1.39766021,1.40611353e-03,20
3869,Metropolis,metropolis,-1.39097978,2.52117130e-03,20
3869,Row-Update,mps,-1.39753647,1.45278596e-03,20
3869,Hybrid,mixture,-1.39766053,1.40261539e-03,20
3870,Metropolis,metropolis,-1.39098201,2.51963444e-03,20
3870,Row-Update,mps,-1.39753532,1.45501803e-03,20
3870,Hybrid,mixture,-1.39766030,1.40436926e-03,20
3871,Metropolis,metropolis,-1.39098035,2.51952687e-03,20
3871,Row-Update,mps,-1.39753426,1.45470937e-03,20
3871,Hybrid,mixture,-1.39766531,1.40446624e-03,20
3872,Metropolis,metropolis,-1.39098081,2.51957116e-03,20
3872,Row-Update,mps,-1.39753740,1.45358798e-03,20
3872,Hybrid,mixture,-1.39766159,1.40416574e-03,20
3873,Metropolis,metropolis,-1.39097034,2.51898285e-03,20
3873,Row-Update,mps,-1.39754780,1.45340556e-03,20
3873,Hybrid,mixture,-1.39766349,1.40464113e-03,20
3874,Metropolis,metropolis,-1.39097533,2.52075298e-03,20
3874,Row-Update,mps,-1.39754257,1.45342231e-03,20
3874,Hybrid,mixture,-1.39767230,1.40466491e-03,20
3875,Metropolis,metropolis,-1.39098571,2.51915291e-03,20
3875,Row-Update,mps,-1.39755275,1.45036650e-03,20
3875,Hybrid,mixture,-1.39766186,1.40409562e-03,20
3876,Metropolis,metropolis,-1.39097759,2.52151463e-03,20
3876,Row-Update,mps,-1.39754515,1.45381546e-03,20
3876,Hybrid,mixture,-1.39766273,1.40351507e-03,20
3877,Metropolis,metropolis,-1.39098112,2.52016006e-03,20
3877,Row-Update,mps,-1.39753333,1.45228539e-03,20
3877,Hybrid,mixture,-1.39766059,1.40398170e-03,20
3878,Metropolis,metropolis,-1.39097684,2.52129576e-03,20
3878,Row-Update,mps,-1.39753812,1.45386203e-03,20
3878,Hybrid,mixture,-1.39766193,1.40441204e-03,20
3879,Metropolis,metropolis,-1.39098024,2.52032308e-03,20
3879,Row-Update,mps,-1.39753889,1.45422400e-03,20
3879,Hybrid,mixture,-1.39766610,1.40441513e-03,20
3880,Metropolis,metropolis,-1.39098395,2.52011349e-03,20
3880,Row-Update,mps,-1.39753640,1.45278563e-03,20
3880,Hybrid,mixture,-1.39766361,1.40348481e-03,20
3881,Metropolis,metropolis,-1.39099297,2.51777375e-03,20
3881,Row-Update,mps,-1.39753857,1.45350432e-03,20
3881,Hybrid,mixture,-1.39766461,1.40255211e-03,20
3882,Metropolis,metropolis,-1.39098710,2.51957420e-03,20
3882,Row-Update,mps,-1.39754200,1.45285203e-03,20
3882,Hybrid,mixture,-1.39766613,1.40325569e-03,20
3883,Metropolis,metropolis,-1.39098716,2.51973474e-03,20
3883,Row-Update,mps,-1.39753787,1.45406433e-03,20
3883,Hybrid,mixture,-1.39765907,1.40229150e-03,20
3884,Metropolis,metropolis,-1.39098388,2.51974507e-03,20
3884,Row-Update,mps,-1.39753852,1.45427839e-03,20
3884,Hybrid,mixture,-1.39766484,1.40310970e-03,20
3885,Metropolis,metropolis,-1.39097842,2.51964437e-03,20
3885,Row-Update,mps,-1.39753196,1.45427199e-03,20
3885,Hybrid,mixture,-1.39766558,1.40368636e-03,20
3886,Metropolis,metropolis,-1.39097976,2.52056388e-03,20
3886,Row-Update,mps,-1.39753992,1.45333062e-03,20
3886,Hybrid,mixture,-1.39766685,1.40311701e-03,20
3887,Metropolis,metropolis,-1.39098511,2.51995122e-03,20
3887,Row-Update,mps,-1.39753103,1.45515644e-03,20
3887,Hybrid,mixture,-1.39766065,1.40349663e-03,20
3888,Metropolis,metropolis,-1.39098812,2.51991802e-03,20
3888,Row-Update,mps,-1.39754144,1.45364442e-03,20
3888,Hybrid,mixture,-1.39766649,1.40287499e-03,20
3889,Metropolis,metropolis,-1.39098190,2.52076229e-03,20
3889,Row-Update,mps,-1.39753398,1.45471111e-03,20
3889,Hybrid,mixture,-1.39765742,1.40299815e-03,20
3890,Metropolis,metropolis,-1.39098100,2.51907650e-03,20
3890,Row-Update,mps,-1.39754051,1.45471189e-03,20
3890,Hybrid,mixture,-1.39765897,1.40445178e-03,20
3891,Metropolis,metropolis,-1.39097821,2.51986067e-03,20
3891,Row-Update,mps,-1.39753614,1.45418846e-03,20
3891,Hybrid,mixture,-1.39766509,1.40476403e-03,20
3892,Metropolis,metropolis,-1.39098586,2.51905694e-03,20
3892,Row-Update,mps,-1.39753886,1.45257375e-03,20
3892,Hybrid,mixture,-1.39766555,1.40484923e-03,20
3893,Metropolis,metropolis,-1.39097819,2.51950829e-03,20
3893,Row-Update,mps,-1.39752833,1.45463588e-03,20
3893,Hybrid,mixture,-1.39766355,1.40426701e-03,20
3894,Metropolis,metropolis,-1.39097461,2.51937235e-03,20
3894,Row-Update,mps,-1.39754498,1.45367011e-03,20
3894,Hybrid,mixture,-1.39766457,1.40411475e-03,20
3895,Metropolis,metropolis,-1.39098326,2.51827488e-03,20
3895,Row-Update,mps,-1.39754183,1.45421839e-03,20
3895,Hybrid,mixture,-1.39766362,1.40481088e-03,20
3896,Metropolis,metropolis,-1.39097811,2.51856790e-03,20
3896,Row-Update,mps,-1.39754439,1.45300767e-03,20
3896,Hybrid,mixture,-1.39766177,1.40181992e-03,20
3897,Metropolis,metropolis,-1.39098147,2.51995033e-03,20
3897,Row-Update,mps,-1.39754961,1.45153489e-03,20
3897,Hybrid,mixture,-1.39766517,1.40468130e-03,20
3898,Metropolis,metropolis,-1.39098014,2.52035968e-03,20
3898,Row-Update,mps,-1.39753918,1.45350392e-03,20
3898,Hybrid,mixture,-1.39766522,1.40278108e-03,20
3899,Metropolis,metropolis,-1.39097812,2.52060656e-03,20
3899,Row-Update,mps,-1.39753225,1.45138801e-03,20
3899,Hybrid,mixture,-1.39766564,1.40338967e-03,20
3900,Metropolis,metropolis,-1.39097888,2.52029289e-03,20
3900,Row-Update,mps,-1.39754044,1.45392994e-03,20
3900,Hybrid,mixture,-1.39766539,1.40271003e-03,20
3901,Metropolis,metropolis,-1.39097977,2.52141515e-03,20
3901,Row-Update,mps,-1.39753528,1.45507725e-03,20
3901,Hybrid,mixture,-1.39766496,1.40331838e-03,20
3902,Metropolis,metropolis,-1.39097891,2.51968269e-03,20
3902,Row-Update,mps,-1.39754357,1.45363221e-03,20
3902,Hybrid,mixture,-1.39765953,1.40362682e-03,20
3903,Metropolis,metropolis,-1.39097630,2.52093846e-03,20
3903,Row-Update,mps,-1.39754279,1.45254668e-03,20
3903,Hybrid,mixture,-1.39765571,1.40475866e-03,20
3904,Metropolis,metropolis,-1.39097774,2.52090976e-03,20
3904,Row-Update,mps,-1.39753682,1.45556773e-03,20
3904,Hybrid,mixture,-1.39766384,1.40353904e-03,20
3905,Metropolis,metropolis,-1.39097925,2.52062623e-03,20
3905,Row-Update,mps,-1.39754443,1.45304649e-03,20
3905,Hybrid,mixture,-1.39766737,1.40350311e-03,20
3906,Metropolis,metropolis,-1.39098078,2.52026174e-03,20
3906,Row-Update,mps,-1.39753030,1.45605887e-03,20
3906,Hybrid,mixture,-1.39766540,1.40482602e-03,20
3907,Metropolis,metropolis,-1.39097561,2.52045888e-03,20
3907,Row-Update,mps,-1.39753322,1.45330721e-03,20
3907,Hybrid,mixture,-1.39766596,1.40345857e-03,20
3908,Metropolis,metropolis,-1.39098500,2.52005206e-03,20
3908,Row-Update,mps,-1.39753377,1.45412948e-03,20
3908,Hybrid,mixture,-1.39766420,1.40554103e-03,20
3909,Metropolis,metropolis,-1.39097334,2.52079998e-03,20
3909,Row-Update,mps,-1.39754151,1.45326661e-03,20
3909,Hybrid,mixture,-1.39765983,1.40443819e-03,20
3910,Metropolis,metropolis,-1.39097804,2.52179480e-03,20
3910,Row-Update,mps,-1.39753681,1.45391507e-03,20
3910,Hybrid,mixture,-1.39766615,1.40463599e-03,20
3911,Metropolis,metropolis,-1.39098298,2.52062358e-03,20
3911,Row-Update,mps,-1.39753421,1.45150394e-03,20
3911,Hybrid,mixture,-1.39766116,1.40267450e-03,20
3912,Metropolis,metropolis,-1.39098249,2.52180219e-03,20
3912,Row-Update,mps,-1.39753223,1.45511175e-03,20
3912,Hybrid,mixture,-1.39766212,1.40279096e-03,20
3913,Metropolis,metropolis,-1.39097802,2.52088000e-03,20
3913,Row-Update,mps,-1.39754012,1.45427263e-03,20
3913,Hybrid,mixture,-1.39766327,1.40267655e-03,20
3914,Metropolis,metropolis,-1.39098029,2.52042505e-03,20
3914,Row-Update,mps,-1.39753501,1.45365113e-03,20
3914,Hybrid,mixture,-1.39766820,1.40230858e-03,20
3915,Metropolis,metropolis,-1.39098446,2.52106475e-03,20
3915,Row-Update,mps,-1.39753804,1.45360096e-03,20
3915,Hybrid,mixture,-1.39766836,1.40447757e-03,20
3916,Metropolis,metropolis,-1.39098928,2.51899739e-03,20
3916,Row-Update,mps,-1.39753512,1.45340357e-03,20
3916,Hybrid,mixture,-1.39766417,1.40340873e-03,20
3917,Metropolis,metropolis,-1.39098225,2.52133983e-03,20
3917,Row-Update,mps,-1.39754003,1.45324828e-03,20
3917,Hybrid,mixture,-1.39767200,1.40429755e-03,20
3918,Metropolis,metropolis,-1.39098081,2.52077793e-03,20
3918,Row-Update,mps,-1.39753903,1.45427304e-03,20
3918,Hybrid,mixture,-1.39766613,1.40571083e-03,20
3919,Metropolis,metropolis,-1.39097762,2.52100435e-03,20
3919,Row-Update,mps,-1.39753746,1.45337020e-03,20
3919,Hybrid,mixture,-1.39766214,1.40340731e-03,20
3920,Metropolis,metropolis,-1.39097799,2.52005109e-03,20
3920,Row-Update,mps,-1.39754768,1.45241982e-03,20
3920,Hybrid,mixture,-1.39765861,1.40454279e-03,20
3921,Metropolis,metropolis,-1.39098500,2.52118475e-03,20
3921,Row-Update,mps,-1.39754350,1.45482293e-03,20
3921,Hybrid,mixture,-1.39765944,1.40408954e-03,20
3922,Metropolis,metropolis,-1.39098839,2.52013124e-03,20
3922,Row-Update,mps,-1.39753358,1.45207612e-03,20
3922,Hybrid,mixture,-1.39766939,1.40425582e-03,20
3923,Metropolis,metropolis,-1.39097949,2.52021845e-03,20
3923,Row-Update,mps,-1.39753455,1.45349962e-03,20
3923,Hybrid,mixture,-1.39765838,1.40416257e-03,20
3924,Metropolis,metropolis,-1.39098029,2.51895803e-03,20
3924,Row-Update,mps,-1.39754562,1.45353572e-03,20
3924,Hybrid,mixture,-1.39766516,1.40434568e-03,20
3925,Metropolis,metropolis,-1.39097692,2.52344068e-03,20
3925,Row-Update,mps,-1.39752607,1.45430636e-03,20
3925,Hybrid,mixture,-1.39765824,1.40389662e-03,20
3926,Metropolis,metropolis,-1.39097627,2.52082375e-03,20
3926,Row-Update,mps,-1.39753937,1.45354682e-03,20
3926,Hybrid,mixture,-1.39765812,1.40273537e-03,20
3927,Metropolis,metropolis,-1.39098297,2.51932494e-03,20
3927,Row-Update,mps,-1.39753795,1.45434190e-03,20
3927,Hybrid,mixture,-1.39766685,1.40427243e-03,20
3928,Metropolis,metropolis,-1.39097612,2.52044832e-03,20
3928,Row-Update,mps,-1.39754326,1.45394152e-03,20
3928,Hybrid,mixture,-1.39766492,1.40331826e-03,20
3929,Metropolis,metropolis,-1.39097857,2.51956300e-03,20
3929,Row-Update,mps,-1.39753733,1.45517714e-03,20
3929,Hybrid,mixture,-1.39766355,1.40375586e-03,20
3930,Metropolis,metropolis,-1.39097613,2.51978986e-03,20
3930,Row-Update,mps,-1.39753358,1.45315377e-03,20
3930,Hybrid,mixture,-1.39766497,1.40260945e-03,20
3931,Metropolis,metropolis,-1.39097594,2.52185875e-03,20
3931,Row-Update,mps,-1.39754294,1.45505659e-03,20
3931,Hybrid,mixture,-1.39766374,1.40229140e-03,20
3932,Metropolis,metropolis,-1.39097432,2.51920395e-03,20
3932,Row-Update,mps,-1.39753151,1.45263056e-03,20
3932,Hybrid,mixture,-1.39767227,1.40244222e-03,20
3933,Metropolis,metropolis,-1.39098562,2.52087685e-03,20
3933,Row-Update,mps,-1.39753925,1.45379529e-03,20
3933,Hybrid,mixture,-1.39766094,1.40585260e-03,20
3934,Metropolis,metropolis,-1.39099295,2.51652365e-03,20
3934,Row-Update,mps,-1.39754048,1.45343157e-03,20
3934,Hybrid,mixture,-1.39766339,1.40262613e-03,20
3935,Metropolis,metropolis,-1.39098323,2.52173763e-03,20
3935,Row-Update,mps,-1.39753870,1.45367173e-03,20
3935,Hybrid,mixture,-1.39765388,1.40443809e-03,20
3936,Metropolis,metropolis,-1.39098317,2.52076501e-03,20
3936,Row-Update,mps,-1.39754349,1.45366196e-03,20
3936,Hybrid,mixture,-1.39766170,1.40394830e-03,20
3937,Metropolis,metropolis,-1.39097929,2.52152509e-03,20
3937,Row-Update,mps,-1.39753543,1.45383582e-03,20
3937,Hybrid,mixture,-1.39765619,1.40356211e-03,20
3938,Metropolis,metropolis,-1.39097961,2.52020638e-03,20
3938,Row-Update,mps,-1.39753832,1.45260039e-03,20
3938,Hybrid,mixture,-1.39766254,1.40336030e-03,20
3939,Metropolis,metropolis,-1.39097795,2.51998350e-03,20
3939,Row-Update,mps,-1.39753991,1.45361644e-03,20
3939,Hybrid,mixture,-1.39766475,1.40287031e-03,20
3940,Metropolis,metropolis,-1.39098231,2.52017279e-03,20
3940,Row-Update,mps,-1.39754317,1.45520615e-03,20
3940,Hybrid,mixture,-1.39765944,1.40476004e-03,20
3941,Metropolis,metropolis,-1.39098395,2.52024242e-03,20
3941,Row-Update,mps,-1.39753802,1.45373713e-03,20
3941,Hybrid,mixture,-1.39765903,1.40417416e-03,20
3942,Metropolis,metropolis,-1.39097999,2.52021905e-03,20
3942,Row-Update,mps,-1.39754220,1.45434984e-03,20
3942,Hybrid,mixture,-1.39766238,1.40414568e-03,20
3943,Metropolis,metropolis,-1.39098385,2.52111270e-03,20
3943,Row-Update,mps,-1.39753769,1.45318865e-03,20
3943,Hybrid,mixture,-1.39766230,1.40292863e-03,20
3944,Metropolis,metropolis,-1.39097955,2.52084792e-03,20
3944,Row-Update,mps,-1.39753283,1.45332690e-03,20
3944,Hybrid,mixture,-1.39766659,1.40263048e-03,20
3945,Metropolis,metropolis,-1.39098320,2.51906046e-03,20
3945,Row-Update,mps,-1.39753947,1.45293678e-03,20
3945,Hybrid,mixture,-1.39765638,1.40279197e-03,20
3946,Metropolis,metropolis,-1.39097477,2.52039323e-03,20
3946,Row-Update,mps,-1.39753780,1.45389154e-03,20
3946,Hybrid,mixture,-1.39766564,1.40274619e-03,20
3947,Metropolis,metropolis,-1.39097843,2.52074051e-03,20
3947,Row-Update,mps,-1.39753207,1.45305323e-03,20
3947,Hybrid,mixture,-1.39766594,1.40333096e-03,20
3948,Metropolis,metropolis,-1.39098517,2.51945110e-03,20
3948,Row-Update,mps,-1.39753252,1.45399653e-03,20
3948,Hybrid,mixture,-1.39765391,1.40458392e-03,20
3949,Metropolis,metropolis,-1.39097738,2.52097389e-03,20
3949,Row-Update,mps,-1.39754147,1.45360859e-03,20
3949,Hybrid,mixture,-1.39766666,1.40357949e-03,20
3950,Metropolis,metropolis,-1.39098363,2.51945013e-03,20
3950,Row-Update,mps,-1.39754006,1.45321838e-03,20
3950,Hybrid,mixture,-1.39767033,1.40285792e-03,20
3951,Metropolis,metropolis,-1.39097874,2.52070588e-03,20
3951,Row-Update,mps,-1.39754185,1.45394615e-03,20
3951,Hybrid,mixture,-1.39766674,1.40442866e-03,20
3952,Metropolis,metropolis,-1.39098060,2.51984321e-03,20
3952,Row-Update,mps,-1.39753227,1.45287159e-03,20
3952,Hybrid,mixture,-1.39766255,1.40362295e-03,20
3953,Metropolis,metropolis,-1.39098535,2.51938009e-03,20
3953,Row-Update,mps,-1.39753320,1.45472720e-03,20
3953,Hybrid,mixture,-1.39766170,1.40516828e-03,20
3954,Metropolis,metropolis,-1.39097976,2.51964437e-03,20
3954,Row-Update,mps,-1.39754091,1.45519615e-03,20
3954,Hybrid,mixture,-1.39766185,1.40365784e-03,20
3955,Metropolis,metropolis,-1.39098615,2.51925703e-03,20
3955,Row-Update,mps,-1.39753974,1.45503163e-03,20
3955,Hybrid,mixture,-1.39766169,1.40325607e-03,20
3956,Metropolis,metropolis,-1.39097528,2.52088411e-03,20
3956,Row-Update,mps,-1.39753819,1.45457245e-03,20
3956,Hybrid,mixture,-1.39766659,1.40407443e-03,20
3957,Metropolis,metropolis,-1.39098649,2.52078272e-03,20
3957,Row-Update,mps,-1.39753296,1.45229185e-03,20
3957,Hybrid,mixture,-1.39766127,1.40320365e-03,20
3958,Metropolis,metropolis,-1.39097948,2.51887203e-03,20
3958,Row-Update,mps,-1.39753514,1.45463761e-03,20
3958,Hybrid,mixture,-1.39766453,1.40437698e-03,20
3959,Metropolis,metropolis,-1.39097779,2.51955611e-03,20
3959,Row-Update,mps,-1.39754616,1.45352164e-03,20
3959,Hybrid,mixture,-1.39767835,1.40375070e-03,20
3960,Metropolis,metropolis,-1.39098293,2.52058991e-03,20
3960,Row-Update,mps,-1.39753905,1.45555324e-03,20
3960,Hybrid,mixture,-1.39766239,1.40398774e-03,20
3961,Metropolis,metropolis,-1.39097926,2.51989883e-03,20
3961,Row-Update,mps,-1.39754158,1.45488615e-03,20
3961,Hybrid,mixture,-1.39767146,1.40144812e-03,20
3962,Metropolis,metropolis,-1.39097694,2.52079528e-03,20
3962,Row-Update,mps,-1.39753710,1.45493697e-03,20
3962,Hybrid,mixture,-1.39766418,1.40441718e-03,20
3963,Metropolis,metropolis,-1.39098298,2.51964172e-03,20
3963,Row-Update,mps,-1.39753830,1.45356315e-03,20
3963,Hybrid,mixture,-1.39767170,1.40169499e-03,20
3964,Metropolis,metropolis,-1.39097855,2.51917369e-03,20
3964,Row-Update,mps,-1.39753527,1.45451340e-03,20
3964,Hybrid,mixture,-1.39767138,1.40362100e-03,20
3965,Metropolis,metropolis,-1.39097780,2.51916467e-03,20
3965,Row-Update,mps,-1.39754161,1.45508475e-03,20
3965,Hybrid,mixture,-1.39766297,1.40335185e-03,20
3966,Metropolis,metropolis,-1.39098096,2.52068720e-03,20
3966,Row-Update,mps,-1.39753926,1.45391440e-03,20
3966,Hybrid,mixture,-1.39766707,1.40414128e-03,20
3967,Metropolis,metropolis,-1.39098004,2.51870292e-03,20
3967,Row-Update,mps,-1.39753803,1.45474490e-03,20
3967,Hybrid,mixture,-1.39767003,1.40355663e-03,20
3968,Metropolis,metropolis,-1.39097679,2.52001692e-03,20
3968,Row-Update,mps,-1.39753551,1.45433120e-03,20
3968,Hybrid,mixture,-1.39766248,1.40501386e-03,20
3969,Metropolis,metropolis,-1.39098860,2.52015116e-03,20
3969,Row-Update,mps,-1.39754414,1.45332784e-03,20
3969,Hybrid,mixture,-1.39766622,1.40413002e-03,20
3970,Metropolis,metropolis,-1.39098116,2.51943569e-03,20
3970,Row-Update,mps,-1.39753100,1.45448738e-03,20
3970,Hybrid,mixture,-1.39767213,1.40854151e-03,20
3971,Metropolis,metropolis,-1.39097453,2.52022126e-03,20
3971,Row-Update,mps,-1.39753793,1.45365306e-03,20
3971,Hybrid,mixture,-1.39765838,1.40380379e-03,20
3972,Metropolis,metropolis,-1.39098352,2.51721511e-03,20
3972,Row-Update,mps,-1.39753999,1.45303773e-03,20
3972,Hybrid,mixture,-1.39766623,1.40380805e-03,20
3973,Metropolis,metropolis,-1.39097798,2.51892710e-03,20
3973,Row-Update,mps,-1.39753741,1.45410188e-03,20
3973,Hybrid,mixture,-1.39765947,1.40341588e-03,20
3974,Metropolis,metropolis,-1.39097933,2.52090248e-03,20
3974,Row-Update,mps,-1.39754256,1.45482548e-03,20
3974,Hybrid,mixture,-1.39766762,1.40432126e-03,20
3975,Metropolis,metropolis,-1.39098476,2.52146995e-03,20
3975,Row-Update,mps,-1.39753618,1.45389509e-03,20
3975,Hybrid,mixture,-1.39765605,1.40397387e-03,20
3976,Metropolis,metropolis,-1.39097460,2.51930135e-03,20
3976,Row-Update,mps,-1.39754246,1.45411376e-03,20
3976,Hybrid,mixture,-1.39765806,1.40412620e-03,20
3977,Metropolis,metropolis,-1.39098570,2.51917135e-03,20
3977,Row-Update,mps,-1.39753863,1.45424485e-03,20
3977,Hybrid,mixture,-1.39766289,1.40363438e-03,20
3978,Metropolis,metropolis,-1.39097388,2.51887482e-03,20
3978,Row-Update,mps,-1.39753174,1.45346501e-03,20
3978,Hybrid,mixture,-1.39766074,1.40454243e-03,20
3979,Metropolis,metropolis,-1.39098046,2.52042738e-03,20
3979,Row-Update,mps,-1.39754879,1.45205862e-03,20
3979,Hybrid,mixture,-1.39766367,1.40279981e-03,20
3980,Metropolis,metropolis,-1.39097229,2.51814578e-03,20
3980,Row-Update,mps,-1.39753759,1.45412282e-03,20
3980,Hybrid,mixture,-1.39766981,1.40337960e-03,20
3981,Metropolis,metropolis,-1.39098410,2.52229270e-03,20
3981,Row-Update,mps,-1.39754226,1.45306821e-03,20
3981,Hybrid,mixture,-1.39766194,1.40463341e-03,20
3982,Metropolis,metropolis,-1.39098350,2.52004806e-03,20
3982,Row-Update,mps,-1.39754403,1.45457641e-03,20
3982,Hybrid,mixture,-1.39766373,1.40365612e-03,20
3983,Metropolis,metropolis,-1.39098088,2.51879275e-03,20
3983,Row-Update,mps,-1.39753457,1.45434120e-03,20
3983,Hybrid,mixture,-1.39765882,1.40371290e-03,20
3984,Metropolis,metropolis,-1.39097262,2.52038537e-03,20
3984,Row-Update,mps,-1.39753830,1.45349814e-03,20
3984,Hybrid,mixture,-1.39765356,1.40486744e-03,20
3985,Metropolis,metropolis,-1.39098460,2.52007857e-03,20
3985,Row-Update,mps,-1.39753487,1.45344836e-03,20
3985,Hybrid,mixture,-1.39766870,1.40257018e-03,20
3986,Metropolis,metropolis,-1.39098350,2.51983373e-03,20
3986,Row-Update,mps,-1.39754055,1.45425599e-03,20
3986,Hybrid,mixture,-1.39766043,1.40410264e-03,20
3987,Metropolis,metropolis,-1.39097870,2.51908781e-03,20
3987,Row-Update,mps,-1.39753930,1.45398244e-03,20
3987,Hybrid,mixture,-1.39766752,1.40448434e-03,20
3988,Metropolis,metropolis,-1.39097974,2.52015139e-03,20
3988,Row-Update,mps,-1.39753219,1.45138391e-03,20
3988,Hybrid,mixture,-1.39766830,1.40264263e-03,20
3989,Metropolis,metropolis,-1.39097523,2.51936237e-03,20
3989,Row-Update,mps,-1.39754424,1.45408378e-03,20
3989,Hybrid,mixture,-1.39765220,1.40510998e-03,20
3990,Metropolis,metropolis,-1.39098126,2.51960236e-03,20
3990,Row-Update,mps,-1.39753824,1.45552380e-03,20
3990,Hybrid,mixture,-1.39766367,1.40514462e-03,20
3991,Metropolis,metropolis,-1.39097881,2.52094683e-03,20
3991,Row-Update,mps,-1.39753760,1.45345967e-03,20
3991,Hybrid,mixture,-1.39766228,1.40305005e-03,20
3992,Metropolis,metropolis,-1.39098064,2.51922210e-03,20
3992,Row-Update,mps,-1.39754224,1.45394439e-03,20
3992,Hybrid,mixture,-1.39766198,1.40390597e-03,20
3993,Metropolis,metropolis,-1.39098487,2.52192612e-03,20
3993,Row-Update,mps,-1.39753679,1.45382564e-03,20
3993,Hybrid,mixture,-1.39766025,1.40436225e-03,20
3994,Metropolis,metropolis,-1.39097487,2.52187664e-03,20
3994,Row-Update,mps,-1.39753638,1.45430289e-03,20
3994,Hybrid,mixture,-1.39767073,1.40319831e-03,20
3995,Metropolis,metropolis,-1.39097618,2.52039567e-03,20
3995,Row-Update,mps,-1.39753540,1.45370532e-03,20
3995,Hybrid,mixture,-1.39766252,1.40535876e-03,20
3996,Metropolis,metropolis,-1.39098082,2.51886410e-03,20
3996,Row-Update,mps,-1.39753935,1.45436931e-03,20
3996,Hybrid,mixture,-1.39766376,1.40605494e-03,20
3997,Metropolis,metropolis,-1.39097784,2.51957059e-03,20
3997,Row-Update,mps,-1.39752776,1.45733210e-03,20
3997,Hybrid,mixture,-1.39765796,1.40417828e-03,20
3998,Metropolis,metropolis,-1.39097763,2.51799109e-03,20
3998,Row-Update,mps,-1.39753842,1.45236478e-03,20
3998,Hybrid,mixture,-1.39766655,1.40428312e-03,20
3999,Metropolis,metropolis,-1.39097880,2.52067879e-03,20
3999,Row-Update,mps,-1.39753254,1.45452826e-03,20
3999,Hybrid,mixture,-1.39766048,1.40295586e-03,20
4000,Metropolis,metropolis,-1.39097974,2.52202233e-03,20
4000,Row-Update,mps,-1.39753738,1.45448338e-03,20
4000,Hybrid,mixture,-1.39766793,1.40292921e-03,20
4001,Metropolis,metropolis,-1.39097852,2.51891465e-03,20
4001,Row-Update,mps,-1.39754965,1.45373449e-03,20
4001,Hybrid,mixture,-1.39766943,1.40373219e-03,20
4002,Metropolis,metropolis,-1.39098029,2.52102453e-03,20
4002,Row-Update,mps,-1.39753925,1.45521784e-03,20
4002,Hybrid,mixture,-1.39766752,1.40319063e-03,20
4003,Metropolis,metropolis,-1.39098287,2.52048366e-03,20
4003,Row-Update,mps,-1.39753768,1.45351115e-03,20
4003,Hybrid,mixture,-1.39766341,1.40327360e-03,20
4004,Metropolis,metropolis,-1.39097441,2.51909820e-03,20
4004,Row-Update,mps,-1.39753453,1.45323917e-03,20
4004,Hybrid,mixture,-1.39765965,1.40334496e-03,20
4005,Metropolis,metropolis,-1.39098050,2.52025087e-03,20
4005,Row-Update,mps,-1.39753214,1.45328582e-03,20
4005,Hybrid,mixture,-1.39766102,1.40416765e-03,20
4006,Metropolis,metropolis,-1.39097940,2.52057265e-03,20
4006,Row-Update,mps,-1.39752757,1.45504299e-03,20
4006,Hybrid,mixture,-1.39766224,1.40468731e-03,20
4007,Metropolis,metropolis,-1.39097886,2.51965697e-03,20
4007,Row-Update,mps,-1.39753458,1.45400740e-03,20
4007,Hybrid,mixture,-1.39767190,1.40395950e-03,20
4008,Metropolis,metropolis,-1.39098050,2.52094501e-03,20
4008,Row-Update,mps,-1.39753820,1.45399366e-03,20
4008,Hybrid,mixture,-1.39765719,1.40041944e-03,20
4009,Metropolis,metropolis,-1.39097777,2.52041317e-03,20
4009,Row-Update,mps,-1.39753905,1.45381669e-03,20
4009,Hybrid,mixture,-1.39766104,1.40494962e-03,20
4010,Metropolis,metropolis,-1.39097950,2.52060890e-03,20
4010,Row-Update,mps,-1.39753315,1.45233503e-03,20
4010,Hybrid,mixture,-1.39765563,1.40310078e-03,20
4011,Metropolis,metropolis,-1.39098076,2.52009585e-03,20
4011,Row-Update,mps,-1.39753562,1.45469043e-03,20
4011,Hybrid,mixture,-1.39766264,1.40365544e-03,20
4012,Metropolis,metropolis,-1.39098044,2.52000887e-03,20
4012,Row-Update,mps,-1.39753545,1.45324153e-03,20
4012,Hybrid,mixture,-1.39766075,1.40316561e-03,20
4013,Metropolis,metropolis,-1.39098060,2.51973144e-03,20
4013,Row-Update,mps,-1.39753753,1.45524539e-03,20
4013,Hybrid,mixture,-1.39766005,1.40396403e-03,20
4014,Metropolis,metropolis,-1.39097663,2.52044566e-03,20
